TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TEND3;23,54;0,72;15,39;2,66;0,56;28,78;10,02;5,51;8,46;9,76;1,30;0,41;0,85;2,18;-1,37;1,77;17,30;3,65;14,62;0,21;0,78;0,66;10,99;-6,58;43.186.407,81;8,84;1,53;0,00;2.885.489.698,08
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;14,36;1,54;107,31;27,97;16,32;57,23;20,42;14,30;75,12;12,75;0,54;0,20;15,34;37,41;-52,65;2,72;26,06;15,21;23,30;0,58;0,42;1,06;30,70;40,02;7.058.796,48;0,51;0,13;11,88;2.200.210.501,54
TGMA3;34,63;7,45;8,27;2,37;1,69;21,57;17,64;12,90;6,05;5,68;-0,37;-0,15;1,07;4,69;-3,57;3,20;28,62;20,47;23,01;0,72;0,28;1,59;9,18;7,33;9.554.967,14;14,62;4,19;0,17;2.285.680.946,45
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;21,48;7,68;34,67;3,72;0,92;53,30;22,08;5,83;9,15;8,17;-0,97;-0,40;2,02;-43,95;-1,20;0,92;10,73;2,64;23,99;0,25;0,61;0,45;7,93;-16,17;117.908.412,00;5,77;0,62;-1,51;51.998.878.469,04
TKNO3;99,98;7,01;6,14;0,91;0,72;26,46;17,21;16,12;5,75;3,93;-1,34;-0,21;0,99;1,70;-1,77;3,45;14,79;11,71;12,14;0,79;0,21;0,73;15,06;38,60;0,00;110,12;16,28;0,32;270.256.495,98
TKNO4;82,00;8,59;5,04;0,74;0,59;26,46;17,21;16,12;4,72;3,93;-1,34;-0,21;0,81;1,40;-1,45;3,45;14,79;11,71;12,14;0,79;0,21;0,73;15,06;38,60;18.602,50;110,12;16,28;0,27;270.256.495,98
TOKY3;0,99;;-0,95;374,17;62,78;46,20;-14,52;-19,19;-1,26;-1,26;-0,01;1,84;0,18;1.785,45;-94,21;1,12;-39.387,74;-6.608,68;-12.430,25;0,17;0,92;344,36;14,79;;342.421,71;0,00;-1,04;-0,02;121.535.768,97
TOTS3;40,74;1,45;31,09;5,09;2,81;69,74;17,31;14,44;25,94;25,61;-0,33;-0,07;4,49;13,85;-4,24;2,52;16,37;9,04;12,91;0,55;0,41;0,63;18,01;30,22;147.807.521,95;8,01;1,31;13,13;24.419.620.409,94
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;4,10;5,62;8,94;0,20;0,07;35,31;1,93;1,55;7,19;59,93;52,74;1,45;0,14;-0,16;-0,07;0,13;2,21;0,74;-2,48;0,34;0,67;0,48;5,93;;37.703,05;20,74;0,46;-0,13;180.400.000,00
TRAD3;7,85;;-3,66;1,68;1,54;29,79;-208,33;-206,52;-3,63;-3,33;0,30;-0,14;7,56;7,12;-2,15;4,05;-45,90;-41,97;-46,81;0,91;0,09;0,20;54,39;;422.847,48;4,67;-2,14;0,06;314.164.999,15
TRIS3;7,78;3,86;7,96;0,97;0,47;29,53;15,35;13,86;7,19;8,95;1,76;0,24;1,10;0,77;-2,91;3,57;12,16;5,85;6,94;0,48;0,51;0,42;11,01;5,42;4.556.121,05;8,04;0,98;0,18;1.451.884.445,64
TTEN3;14,60;1,31;9,19;1,76;0,74;18,63;8,77;5,82;6,10;6,56;0,46;0,13;0,53;3,67;-2,14;1,45;19,11;8,07;14,38;0,42;0,58;1,39;41,95;45,71;27.950.900,05;8,31;1,59;0,35;7.292.665.646,20
TUPY3;18,23;7,64;-61,45;0,79;0,25;17,47;4,55;-0,41;5,47;10,77;5,30;0,77;0,25;0,68;-0,68;2,33;-1,29;-0,40;4,08;0,31;0,69;0,99;15,61;;7.625.337,81;22,99;-0,30;0,56;2.628.355.825,00
TXRX3;9,98;;-0,97;-0,12;0,25;19,79;2,57;-37,23;14,04;113,20;106,73;;0,36;-0,25;-0,40;0,27;-12,15;-25,96;-7,82;-2,14;3,14;0,70;2,30;;1.524,50;-84,66;-10,29;0,00;19.581.718,34
TXRX4;1,80;;-0,18;-0,02;0,05;19,79;2,57;-37,23;2,53;113,20;106,73;;0,07;-0,04;-0,07;0,27;-12,15;-25,96;-7,82;-2,14;3,14;0,70;2,30;;1.508,44;-84,66;-10,29;0,00;19.581.718,34
UCAS3;1,49;12,19;23,32;0,53;0,25;35,73;-2,08;1,90;-21,26;-33,75;-12,49;0,31;0,44;3,40;-0,37;1,30;2,26;1,08;-3,39;0,48;0,52;0,57;8,69;-25,16;46.043,48;2,82;0,06;-0,33;98.468.682,36
UGPA3;17,09;4,10;8,42;1,25;0,50;7,16;3,51;1,66;3,98;6,55;2,57;0,81;0,14;3,04;-0,82;1,76;14,90;6,00;10,55;0,40;0,58;3,61;8,37;43,39;89.220.845,86;13,62;2,03;-0,64;19.064.017.740,38
UNIP3;52,34;8,75;9,10;2,24;0,81;27,93;13,55;11,55;7,76;9,60;1,27;0,37;1,05;3,74;-1,34;2,24;24,57;8,94;10,37;0,36;0,63;0,77;12,24;30,27;207.438,86;23,41;5,75;0,91;6.357.793.108,62
UNIP5;58,96;4,65;10,25;2,52;0,92;27,93;13,55;11,55;8,74;9,60;1,27;0,37;1,18;4,21;-1,51;2,24;24,57;8,94;10,37;0,36;0,63;0,77;12,24;30,27;104.437,53;23,41;5,75;1,02;6.357.793.108,62
UNIP6;58,20;8,66;10,12;2,49;0,90;27,93;13,55;11,55;8,63;9,60;1,27;0,37;1,17;4,16;-1,49;2,24;24,57;8,94;10,37;0,36;0,63;0,77;12,24;30,27;7.270.660,52;23,41;5,75;1,01;6.357.793.108,62
USIM3;4,44;;39,59;0,23;0,14;7,67;3,04;0,53;6,89;8,42;1,55;0,05;0,21;0,40;-0,25;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;2.143.272,38;19,29;0,11;-0,47;5.541.758.502,56
USIM5;4,40;;39,24;0,23;0,14;7,67;3,04;0,53;6,83;8,42;1,55;0,05;0,21;0,39;-0,25;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;57.608.194,67;19,29;0,11;-0,47;5.541.758.502,56
USIM6;8,00;;71,34;0,41;0,25;7,67;3,04;0,53;12,42;8,42;1,55;0,05;0,38;0,71;-0,45;4,26;0,58;0,34;2,08;0,59;0,34;0,65;11,59;-8,00;1.600,00;19,29;0,11;-0,85;5.541.758.502,56
VALE3;49,96;9,52;7,21;1,12;0,47;35,45;25,35;14,88;4,23;5,54;1,31;0,35;1,07;27,17;-0,57;1,11;15,57;6,57;15,96;0,42;0,56;0,44;7,33;;907.914.946,71;44,52;6,93;-0,39;226.768.818.696,80
VAMO3;4,48;5,99;15,84;1,95;0,22;68,12;59,59;7,10;1,89;6,53;4,64;4,78;1,12;1,78;-0,29;1,86;12,29;1,36;12,55;0,11;0,89;0,19;31,14;16,62;63.052.031,48;2,30;0,28;-0,32;4.843.025.765,76
VBBR3;21,36;8,34;3,86;1,16;0,38;4,77;4,93;3,49;2,73;5,12;2,39;1,02;0,13;1,90;-0,66;1,94;30,13;9,95;14,25;0,33;0,66;2,85;12,65;22,87;175.862.945,67;18,37;5,53;0,29;23.901.840.000,00
VITT3;4,35;4,34;8,98;1,04;0,66;32,86;10,85;9,07;7,51;10,38;2,87;0,40;0,81;1,68;-1,80;2,67;11,59;7,39;7,73;0,64;0,36;0,81;12,74;5,86;1.214.429,86;4,18;0,48;-0,60;653.865.978,30
VIVA3;25,27;2,61;8,15;2,29;1,41;70,11;27,44;27,44;8,15;8,55;0,40;0,11;2,24;3,14;-3,77;3,54;28,05;17,33;21,78;0,62;0,38;0,63;28,01;23,21;82.131.299,62;11,06;3,10;0,08;5.968.717.622,63
VIVR3;0,88;;-0,76;0,23;0,12;29,89;-34,81;-39,35;-0,86;-0,89;-0,03;0,01;0,30;0,69;-0,21;1,71;-30,01;-15,91;-23,84;0,53;0,47;0,40;;;21.214,43;3,85;-1,16;0,02;33.762.152,16
VIVT3;30,17;3,60;17,23;1,45;0,78;43,78;15,43;10,07;11,25;12,66;1,41;0,18;1,74;-102,45;-0,98;0,96;8,39;4,51;8,47;0,54;0,46;0,45;4,76;2,69;201.526.099,95;20,87;1,75;1,41;98.393.040.616,64
VIVT4;45,34;;25,89;2,17;1,17;43,78;15,43;10,07;16,90;12,66;1,41;0,18;2,61;-153,97;-1,47;0,96;8,39;4,51;8,47;0,54;0,46;0,45;4,76;2,69;;20,87;1,75;2,13;98.393.040.616,64
VLID3;25,56;10,58;6,83;1,19;0,71;35,02;17,65;14,01;5,42;5,30;-0,12;-0,03;0,96;2,13;-1,46;2,83;17,51;10,39;14,46;0,59;0,40;0,74;1,58;41,37;8.304.229,86;21,39;3,74;4,33;2.091.737.745,00
VSPT3;5,00;;-1,28;0,44;0,15;21,10;-8,21;-14,35;-2,23;-2,12;0,12;-0,02;0,18;2,57;-0,17;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;0,00;11,27;-3,91;0,02;714.038.920,00
VSPT4;0,00;;0,00;0,00;0,00;21,10;-8,21;-14,35;0,00;-2,12;0,12;-0,02;0,00;0,00;0,00;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;;11,27;-3,91;0,00;714.038.920,00
VSTE3;5,91;;-72,08;0,66;0,41;63,27;3,98;-0,83;15,03;21,66;6,63;0,29;0,60;4,79;-0,58;1,41;-0,91;-0,57;3,28;0,63;0,37;0,69;3,10;;293.129,81;9,00;-0,08;0,39;675.713.012,13
VTRU3;9,09;0,26;;;;;;;;;;;;;;;;;;;;;;;8.660.205,71;;0,00;;344.384.258,13
VULC3;19,86;7,55;9,32;2,48;1,87;41,88;18,82;18,63;9,23;9,25;0,02;0,01;1,74;3,64;-6,21;3,74;26,62;20,02;22,85;0,75;0,25;1,07;17,52;32,63;12.031.173,86;8,01;2,13;0,53;5.472.149.805,84
VVEO3;1,16;;-0,25;0,20;0,04;11,32;-7,54;-12,95;-0,44;-3,79;-3,35;1,55;0,03;0,16;-0,09;1,85;-79,07;-15,77;-17,04;0,20;0,80;1,22;30,99;;998.693,71;5,79;-4,58;0,00;374.471.905,28
WEGE3;41,65;2,11;27,92;8,21;4,45;33,62;20,06;15,64;21,77;21,47;-0,30;-0,11;4,37;16,80;-12,31;1,71;29,42;15,92;25,11;0,54;0,43;1,02;23,27;31,13;278.306.927,76;5,07;1,49;3,16;174.818.294.616,70
WEST3;4,25;;-1,18;0,20;0,15;39,10;-29,99;-21,92;-0,86;1,21;2,07;-0,49;0,26;0,38;-0,36;2,94;-17,29;-12,68;-23,20;0,73;0,27;0,58;10,76;;40.402,71;20,89;-3,61;0,03;47.214.729,00
WHRL3;4,41;16,28;7,41;2,42;0,66;18,11;7,43;6,80;6,77;5,14;-1,80;-0,64;0,50;15,63;-2,12;1,07;32,67;8,90;20,60;0,27;0,73;1,31;10,80;-12,80;26.760,67;1,82;0,60;0,06;6.788.475.225,22
WHRL4;4,75;16,63;7,98;2,61;0,71;18,11;7,43;6,80;7,30;5,14;-1,80;-0,64;0,54;16,83;-2,28;1,07;32,67;8,90;20,60;0,27;0,73;1,31;10,80;-12,80;68.749,67;1,82;0,60;0,06;6.788.475.225,22
WIZC3;7,88;3,18;7,44;2,12;0,49;62,29;44,13;12,96;2,19;2,12;-0,06;-0,06;0,97;53,52;-0,66;1,04;28,54;6,62;24,92;0,23;0,53;0,51;13,02;-4,57;3.545.134,76;3,71;1,06;2,95;1.260.069.382,16
WLMM3;24,25;2,47;7,08;1,11;0,62;12,41;6,73;4,08;4,30;6,09;1,64;0,42;0,29;1,81;-1,52;2,36;15,69;8,74;12,27;0,56;0,44;2,14;23,58;20,16;5.502,60;21,82;3,42;1,14;913.614.660,50
WLMM4;25,79;2,55;7,53;1,18;0,66;12,41;6,73;4,08;4,57;6,09;1,64;0,42;0,31;1,93;-1,62;2,36;15,69;8,74;12,27;0,56;0,44;2,14;23,58;20,16;39.907,95;21,82;3,42;1,21;913.614.660,50
YDUQ3;16,54;3,45;14,19;1,46;0,46;60,89;17,03;5,94;4,95;9,80;4,85;1,43;0,84;7,09;-0,61;1,36;10,29;3,25;10,24;0,32;0,68;0,55;8,46;-13,14;57.921.580,48;11,32;1,17;0,13;4.533.429.595,54
ZAMP3;3,41;;-9,63;0,91;0,32;64,73;-0,03;-3,07;-885,54;-1.360,05;-474,51;0,49;0,30;11,44;-0,42;1,14;-9,48;-3,31;-1,50;0,35;0,65;1,08;9,70;;4.573.023,95;3,73;-0,35;-1,21;1.387.646.286,95
